year,Fielding_Percentage,batting_average,on_base_percentage,slugging_percentage,on_base_plus_slugging,ERA,WHIP
1.3416407864998738,1.650393219968438,-0.5959977978564658,-1.0719027133656096,-1.341047594480996,-1.3267991420820995,0.3755338701280225,1.0548092432789267
-1.3416407864998738,0.9480982327478144,1.0241903904912135,0.9843227403375105,0.8298388508929401,0.92673375191231,0.5852228331436684,-0.2237474152409872
0.4472135954999579,-1.5099342225243677,-0.4416941608709725,-0.5388072253685032,-0.32563296680608955,-0.4152577467585198,-0.80634937596017,-0.8049095327500364
-1.3416407864998738,0.24580324552719093,0.8698867535057202,0.7558532454816078,0.689781660868817,0.7494895917105023,1.538354483214791,1.2872740902825475
-0.4472135954999579,0.24580324552719093,-0.13308688689998602,0.9843227403375105,1.2850247184713464,1.2559014780013815,0.9664754931721179,0.9385768197771164
1.3416407864998738,-2.2122292097449914,0.25267220556374714,0.3750707540551034,-0.010504289251808211,0.11647473384690334,-1.2638525679943093,-1.0373743797536572
1.3416407864998738,0.5969507391375026,-0.21023870539273262,-0.767276720224406,-0.6057473468543396,-0.6937842842185034,-0.9779130729729726,0.12494985526444387
-1.3416407864998738,0.24580324552719093,-1.367515982783932,-1.6049982013627158,-1.6211619745292443,-1.7066080568002588,1.8242939782361287,1.8684362077915992
-0.4472135954999579,0.9480982327478144,0.4069758425492404,0.6796967471963069,0.19958149578437934,0.3950012713068869,-0.13915722091038468,0.5898795492716853
0.4472135954999579,-0.10534424808312082,0.7155831165202269,0.6035402489110061,0.4796958758326294,0.5216042428796067,-0.2344703859174966,-0.10751499173917684
-1.3416407864998738,1.650393219968438,1.10134220898396,0.6035402489110061,1.5301248010135653,1.3318632609450134,0.10865700810810704,-0.10751499173917684
1.3416407864998738,-0.45649174169343254,-0.4416941608709725,-0.38649422879790146,-0.43067585932418334,-0.44057834107306376,-0.8254120089615928,-0.8049095327500364
-1.3416407864998738,0.24580324552719093,-0.9817568903201989,-0.9195897167950078,-0.04551858675783947,-0.3646165581294319,2.415235601280224,1.9846686312934096
-0.4472135954999579,-0.45649174169343254,0.1755203870710005,1.1366357369081124,-0.08053288426387073,0.319039488363255,-1.2447899349928864,-1.2698392267572778
-1.3416407864998738,0.24580324552719093,1.6414049384331821,1.2889487334787142,1.8102391810618153,1.7369927699777168,0.43272176913228866,0.3574147022680646
0.4472135954999579,-0.8076392353037443,0.32982402405649375,-0.9957462150803087,-0.04551858675783947,-0.3646165581294319,0.26115807211948683,0.3574147022680646
0.4472135954999579,-0.10534424808312082,-0.6731496163492124,-0.38649422879790146,0.4096672808205669,0.16711592247599125,-0.8254120089615928,-1.618536497262709
-1.3416407864998738,-0.10534424808312082,0.484127661041987,1.0604792386228115,0.8298388508929401,0.92673375191231,0.10865700810810704,-0.4562122622446079
1.3416407864998738,-2.2122292097449914,1.7185567569259288,2.4312962077582276,0.33963868580850437,1.0533367234850297,-1.2829152009957314,-1.1536068032554674
1.3416407864998738,-0.45649174169343254,0.09836856857825388,-0.4626507270832023,-0.8508474293965584,-0.7697460671621352,0.08959437510668498,-0.3399798387427975
-1.3416407864998738,1.299245726358126,2.1814676678824085,1.8982007197611215,2.720610916218628,2.5978929766722083,0.48990966813655645,-0.10751499173917684
1.3416407864998738,0.5969507391375026,-0.6731496163492124,-0.9957462150803087,-1.3060332969749648,-1.2761579534530116,-1.0732262379800845,-1.1536068032554674
0.4472135954999579,-0.45649174169343254,-0.8274532533347057,-0.6149637236538041,-0.7458045368784646,-0.7191048785330473,-1.0160383389758176,-1.0373743797536572
1.3416407864998738,-0.45649174169343254,-0.28739052388547925,-0.38649422879790146,0.4096672808205669,0.16711592247599125,-0.5204098809388341,0.822344396275306
-0.4472135954999579,0.9480982327478144,-0.9817568903201989,0.07044476091390396,-0.5707330493483084,-0.38993715244397587,-1.416353632005689,-1.3860716502590882
0.4472135954999579,0.5969507391375026,-0.6731496163492124,-0.8434332185097069,-0.32563296680608955,-0.5418607183312396,-1.473541531009956,-2.08346619126995
-0.4472135954999579,-0.45649174169343254,-1.136060527305692,-0.31033773051260055,-1.6911905695413068,-1.3267991420820995,1.0999139241820757,0.822344396275306
0.4472135954999579,0.9480982327478144,0.484127661041987,0.3750707540551034,0.4096672808205669,0.42032186562143087,-1.9119820900426725,-1.8510013442663296
-1.3416407864998738,1.299245726358126,2.335771304867902,1.8220442214758206,1.495110503507534,1.6863515813486287,0.12771964110953077,0.3574147022680646
-0.4472135954999579,-1.5099342225243677,-0.28739052388547925,0.45122725234040423,-0.2906186693000583,-0.06076942635490438,-0.005718789900426954,0.3574147022680646
0.4472135954999579,-0.8076392353037443,-0.5959977978564658,-1.3003722082215123,-0.6757759418664021,-0.921669633049399,0.24209543911806475,0.5898795492716853
1.3416407864998738,0.9480982327478144,-0.8274532533347057,-1.4526852047921142,-0.9909046194206834,-1.2001961705093798,0.4517844021337124,0.3574147022680646
